city,region,year,weekofyear,month,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,reanalysis_precip_amt_kg_per_m2,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,population_density,hospital_capacity_index,lag1_cases,lag2_cases,lag4_cases,outbreak_zone,total_cases
Muzaffarabad,AJK_PK,2008,49,12,0.186656,0.097767,0.232154,0.089684,37.04,296.762,296.7415,294.5221,299.88,293.61,74.8302,9.2149,6.2727,36.45,24.2673,5.7267,26.34,20.62,42.02,0.408,0.347,0,4,0,0,0
Karachi,Sindh_PK,2001,11,3,0.146583,0.023537,0.128717,0.064158,19.43,297.6474,297.7125,294.7418,300.44,294.99,59.5542,6.5244,5.4505,17.88,25.1902,5.0965,27.38,22.29,15.61,0.892,0.506,1,2,1,0,0
Jaffna,Sri_Lanka,2001,24,6,0.191146,0.140721,0.155933,0.113189,11.96,298.2859,298.0779,293.5297,300.63,295.53,60.2365,6.4908,5.1003,11.82,25.0137,5.6418,28.09,22.45,10.79,0.73,0.6,5,6,10,0,3
Muzaffarabad,AJK_PK,2007,46,12,0.205171,0.216026,0.157771,0.107782,21.4,299.5776,299.3092,294.4859,303.99,294.63,89.2845,10.0334,9.3637,20.88,24.8283,9.3551,30.71,21.35,21.32,0.425,0.346,0,0,0,0,1
Iquitos,Peru,1992,48,12,0.081934,-0.033205,0.061385,0.100367,1.85,300.3982,300.9057,298.994,302.66,299.15,77.0578,8.2654,3.5133,1.82,27.0879,3.7044,29.71,26.01,8.96,0.36,0.43,2,0,0,0,2
Colombo,Sri_Lanka,1999,13,4,0.349849,0.562446,0.574651,0.6,168.73,298.0932,298.4609,292.3159,301.39,295.53,85.127,9.6744,5.854,168.44,25.0857,4.1738,27.17,23.0,164.0,0.707,0.574,7,6,0,0,9
Quetta,Balochistan_PK,2024,10,3,0.014717,0.042236,0.055286,0.048636,8.2,302.6059,302.0009,296.1742,307.9,296.1,47.547,5.1194,11.8029,7.66,29.1701,10.8757,34.45,23.58,8.45,0.167,0.274,0,1,0,0,0
Quetta,Balochistan_PK,1992,42,11,0.00133,0.044942,-0.021194,0.023014,1.0,292.6465,292.7787,286.1765,297.12,288.43,30.0,5.0,8.69,1.09,19.2392,7.5119,23.96,16.45,3.62,0.178,0.26,0,0,0,0,0
Kandy,Sri_Lanka,2004,6,2,0.378105,0.566499,0.438923,0.574018,134.38,299.4694,299.6243,294.041,301.82,297.43,87.8407,9.22,4.3895,135.12,26.6392,4.2628,29.38,25.12,134.65,0.733,0.615,2,5,6,0,4
Lahore,Punjab_PK,1991,6,2,0.374465,0.422085,0.50489,0.427202,119.02,295.0237,295.2346,295.0835,299.16,291.31,69.2745,7.4068,7.8476,105.07,21.8208,7.16,25.81,18.65,113.57,0.939,0.519,5,4,4,0,2
Gampaha,Sri_Lanka,2011,35,9,0.245515,0.345245,0.168996,0.304628,64.31,299.6181,299.9232,296.8222,301.92,297.93,80.2177,8.7853,3.9946,70.06,27.1321,4.1497,29.08,24.93,67.9,0.742,0.581,6,7,1,0,3
Gampaha,Sri_Lanka,2018,49,12,0.187701,0.272775,0.307646,0.146233,39.03,300.9547,301.1246,294.0076,303.37,298.88,83.823,8.813,4.4836,38.5,27.3854,4.8146,30.5,25.68,26.24,0.738,0.603,21,23,25,0,23
Iquitos,Peru,2000,39,10,0.167631,0.136124,0.218475,0.209998,45.93,298.3916,299.0202,293.7922,301.48,296.56,85.8179,9.4775,4.9187,39.94,25.9998,4.4328,27.81,23.38,53.89,0.288,0.473,0,3,1,0,1
Kandy,Sri_Lanka,2015,13,4,0.130569,0.020602,0.139884,0.263299,14.99,296.9667,297.1053,292.8193,301.16,293.05,85.3605,9.2654,8.1082,15.23,24.094,7.3741,27.13,19.75,16.34,0.768,0.589,8,7,6,0,7
Lahore,Punjab_PK,2018,41,11,0.169546,0.037509,0.207757,0.031832,18.01,299.1602,298.9553,295.3834,302.89,295.02,80.2904,8.8259,7.8794,15.36,25.0437,8.0568,29.78,21.73,21.31,0.89,0.544,33,31,29,0,32
Karachi,Sindh_PK,2023,7,2,-0.094858,-0.016279,0.079223,-0.036874,2.57,301.8208,301.4416,297.4395,302.88,300.0,55.5152,5.8958,2.8788,2.68,28.6061,2.1735,29.75,27.57,0.0,0.85,0.52,1,0,0,0,3
Gampaha,Sri_Lanka,2002,14,4,-0.004918,-0.055768,0.048414,0.171208,10.58,299.2953,299.1764,294.7913,301.92,296.43,84.6957,9.2481,5.4911,10.32,25.887,6.7197,29.62,22.9,0.92,0.773,0.623,6,8,6,0,9
Iquitos,Peru,2015,46,12,0.537291,0.532341,0.442023,0.508705,151.41,301.1927,300.9909,296.7159,302.43,299.55,81.1572,8.7955,2.8816,144.91,27.9973,3.9956,30.07,26.08,143.16,0.343,0.411,3,7,3,0,1
Lahore,Punjab_PK,2009,46,12,0.150346,0.190541,0.168695,0.151876,24.32,292.3697,292.4025,290.9764,294.85,289.95,67.9547,7.2566,4.9001,27.11,18.7989,3.9918,22.0,17.22,15.04,0.914,0.526,0,1,0,0,0
Kandy,Sri_Lanka,1993,46,12,0.241038,0.176327,0.259125,0.279598,24.56,298.9074,299.0811,292.1414,300.94,297.22,80.1805,9.0379,3.7192,28.2,26.1619,3.1068,27.47,24.36,15.83,0.718,0.572,0,0,0,0,2
Muzaffarabad,AJK_PK,1999,8,2,0.251816,0.138699,0.098923,0.199958,20.09,298.3089,298.2201,295.1451,300.64,295.8,56.9167,5.9456,4.8454,22.1,25.2645,5.2475,27.89,22.64,11.58,0.372,0.381,2,3,6,0,2
Muzaffarabad,AJK_PK,2022,5,2,0.037022,0.104393,0.239413,0.170254,5.89,299.652,299.6336,295.5006,303.09,296.18,75.1773,8.2273,6.9076,6.48,27.1652,6.0925,29.56,23.47,6.69,0.416,0.346,6,7,12,0,5
Gampaha,Sri_Lanka,1993,11,3,0.308822,0.309114,0.347571,0.27632,68.72,296.5275,296.239,291.7793,298.58,293.89,76.6644,8.584,4.6883,76.16,23.0225,4.6781,25.39,20.71,68.23,0.775,0.616,10,9,7,0,7
Gampaha,Sri_Lanka,2023,27,7,0.388606,0.538136,0.455189,0.273808,138.92,299.4883,299.4875,295.8564,302.0,296.98,80.4317,8.9096,5.018,142.62,26.3103,4.2995,27.8,23.5,144.77,0.731,0.644,15,17,12,0,13
Jaffna,Sri_Lanka,2016,45,12,0.135977,0.021872,0.075706,0.07196,0.43,302.2232,302.427,298.2513,304.76,300.09,72.2406,7.8948,4.6707,0.48,28.823,5.0805,31.41,26.33,3.07,0.723,0.612,3,0,5,0,3
Iquitos,Peru,2006,41,11,0.133868,0.157501,0.094102,0.165422,54.65,300.8147,300.3843,297.3442,302.39,298.38,73.4651,7.8372,4.0105,51.9,27.3644,4.4826,29.66,25.18,54.88,0.367,0.423,0,1,0,0,0
Ampara,Sri_Lanka,1994,18,5,0.119596,0.121968,0.045436,0.149759,5.3,302.3779,302.2501,298.8058,303.77,300.73,60.3902,6.9007,3.0342,4.81,29.9253,4.3071,31.74,27.43,0.0,0.738,0.567,7,9,6,0,5
Peshawar,KPK_PK,2016,2,1,0.123567,0.083534,0.187069,0.096927,39.99,295.6296,295.9306,292.6093,300.59,291.28,55.4874,5.8474,9.3101,39.61,22.2173,10.6675,28.32,17.65,35.65,0.663,0.424,1,1,6,0,0
Islamabad,ICT_PK,2022,12,3,0.112297,0.05893,0.151328,0.141963,1.71,298.4816,297.8148,291.4274,300.75,294.88,69.1003,7.3654,5.8792,1.95,25.7755,5.8574,27.27,21.42,6.28,0.686,0.66,4,1,0,0,3
Jaffna,Sri_Lanka,1990,11,3,0.169812,0.001397,0.127404,0.067404,9.62,299.8305,300.0885,295.0855,303.01,297.17,79.4525,8.872,5.8373,9.76,26.667,7.0544,30.74,23.69,22.87,0.751,0.582,3,5,4,0,6
Kandy,Sri_Lanka,2012,33,9,0.074355,0.343234,0.117521,0.269598,9.85,295.611,296.1099,290.6842,297.54,294.68,87.6475,9.1008,2.8556,8.9,22.9044,2.9267,24.93,22.0,9.99,0.809,0.572,46,43,43,1,47
Muzaffarabad,AJK_PK,2008,22,6,0.213385,0.02859,0.148376,0.258578,0.89,295.2056,295.0455,291.5273,298.34,291.75,71.7485,7.8117,6.5968,0.95,22.1683,6.4141,25.47,19.05,2.07,0.438,0.338,6,9,9,0,3
Karachi,Sindh_PK,2014,38,10,0.00111,0.065528,-0.015606,-0.022168,2.78,305.9169,305.2253,302.0,310.43,300.02,64.7298,7.0162,10.4189,2.8,32.1296,10.5233,38.08,27.56,11.25,0.842,0.503,2,0,5,0,0
Peshawar,KPK_PK,1991,12,3,0.083799,0.107712,0.122433,0.060487,8.76,301.2678,301.1525,296.013,306.2,296.11,42.8159,5.0,10.0857,7.53,28.5066,10.4343,33.46,23.03,12.73,0.559,0.39,3,2,8,0,3
Lahore,Punjab_PK,1992,14,4,0.090417,0.176423,0.217252,0.129902,20.77,290.4003,290.4992,285.1005,294.95,286.05,92.0929,9.9621,8.9061,22.32,17.4789,9.8028,22.43,12.63,20.97,0.906,0.55,5,4,10,0,5
Colombo,Sri_Lanka,2004,51,12,0.280565,0.282556,0.297265,0.299345,69.44,299.9615,300.1836,297.2267,302.37,298.0,90.7911,9.7705,4.3711,71.86,26.473,3.6859,29.29,25.61,67.05,0.758,0.625,2,5,2,0,2
Colombo,Sri_Lanka,2015,16,4,-0.082622,0.054203,0.133237,-0.005438,4.38,298.9751,299.2875,295.3411,300.5,298.08,85.0456,9.1605,2.422,4.4,25.9889,2.596,26.92,24.32,12.25,0.745,0.593,9,10,10,0,7
Colombo,Sri_Lanka,2024,4,1,-0.058361,0.090715,0.06482,-0.007859,3.86,300.4628,300.3171,294.7232,302.19,298.44,88.9028,9.19,3.754,4.39,26.5284,4.5654,29.81,25.24,6.87,0.765,0.593,1,0,3,0,4
Colombo,Sri_Lanka,2016,41,11,0.230946,0.276413,0.220345,0.232797,91.21,298.7686,298.446,294.0061,300.95,295.94,81.7703,9.0718,5.0044,78.72,25.2713,6.2599,28.21,21.95,94.75,0.729,0.61,0,0,1,0,2
San_Juan,Puerto_Rico,2018,11,3,0.117327,0.075145,0.036574,0.177022,19.25,300.1087,300.7119,296.5061,303.41,298.02,87.809,9.6455,5.3901,21.29,27.6469,5.5299,29.37,23.84,18.38,0.821,0.791,57,61,57,1,58
Galle,Sri_Lanka,2024,5,2,0.175451,0.039017,-0.091273,0.271585,16.61,299.1046,299.6713,294.9872,301.18,298.17,81.8535,8.9961,3.0077,15.99,26.7905,4.0536,28.33,24.27,19.01,0.752,0.573,3,1,7,0,4
Quetta,Balochistan_PK,2001,52,12,0.026836,0.014249,0.073943,0.041023,3.66,302.1129,302.1254,298.1901,306.86,297.39,41.5333,5.1894,9.4686,3.78,29.5095,9.105,33.2,24.1,0.0,0.182,0.261,0,0,3,0,0
Quetta,Balochistan_PK,1991,11,3,0.056942,0.039399,0.001328,0.047156,1.3,288.7775,288.5315,283.0,292.0,285.91,36.6225,5.0,5.2369,1.3,15.5525,4.3284,22.0,13.47,0.0,0.235,0.236,0,0,5,0,0
Colombo,Sri_Lanka,1998,14,4,0.199334,0.019841,0.056989,0.187316,41.83,298.983,299.2985,290.2755,299.75,298.85,82.0806,8.6067,1.0,47.42,26.1306,2.0,26.14,25.89,40.2,0.737,0.614,11,7,4,0,12
Peshawar,KPK_PK,2012,26,7,0.070223,0.119322,0.045079,0.05213,1.82,298.0653,298.1633,294.0028,299.78,296.54,46.3229,5.0,3.2423,1.66,25.3475,2.7668,25.89,23.13,0.05,0.617,0.395,0,3,5,0,0
Ampara,Sri_Lanka,1993,40,10,0.205961,0.192659,0.193504,0.19792,33.43,297.3725,297.883,292.8519,300.05,295.72,82.532,9.0953,4.3258,37.41,23.6298,6.3976,27.86,21.46,32.78,0.783,0.601,5,6,9,0,2
Lahore,Punjab_PK,2012,10,3,0.193118,-0.040267,0.055562,0.051399,0.4,297.7972,297.4156,292.1191,301.25,293.58,56.3111,5.952,7.6756,0.37,24.238,6.4106,27.69,21.28,0.99,0.888,0.555,9,5,8,0,10
Jaffna,Sri_Lanka,1994,1,1,0.125746,0.115099,0.143734,0.097118,29.95,302.9946,303.4339,297.9098,304.94,301.92,91.6076,9.6872,3.018,32.64,30.0407,2.9567,31.78,28.82,37.96,0.757,0.661,0,2,0,0,3
Lahore,Punjab_PK,2014,16,4,-0.038854,0.022617,0.113113,0.010889,0.66,301.8328,301.4607,297.7505,304.14,298.78,68.214,7.7665,5.36,0.65,28.7331,6.4783,31.06,24.58,1.64,0.915,0.52,12,12,13,0,11
Iquitos,Peru,2018,15,4,0.6,0.6,0.6,0.6,251.73,300.9809,301.3515,294.7461,303.53,299.17,84.3777,8.8245,4.36,253.15,28.2778,4.2763,29.83,25.56,251.78,0.405,0.445,3,0,5,0,3
Colombo,Sri_Lanka,2024,32,8,0.157582,0.177466,0.232438,0.156737,51.82,300.0199,299.8522,296.0258,303.25,296.45,85.0589,9.0502,6.8001,50.98,25.9065,7.175,30.47,23.3,46.28,0.771,0.58,16,16,14,0,13
Karachi,Sindh_PK,2002,30,8,0.090073,0.054313,0.013844,0.011836,0.65,302.0664,302.1971,299.1054,307.78,296.61,59.5532,6.5718,11.1754,0.64,28.6987,11.5232,35.04,23.52,3.28,0.834,0.509,4,7,11,0,2
Peshawar,KPK_PK,1994,37,10,0.197315,0.189784,0.048673,0.04435,21.57,301.7614,301.8149,297.6802,307.36,296.27,48.0517,5.2425,11.086,18.49,28.3426,10.8123,33.93,23.11,26.25,0.592,0.4,3,4,8,0,0
Peshawar,KPK_PK,2015,33,9,0.016115,0.121603,0.05796,0.055577,8.39,296.2622,296.5689,293.7188,298.31,294.83,76.7104,8.6574,3.4841,7.81,24.0877,3.8775,25.33,21.45,16.22,0.599,0.377,6,4,8,0,3
Galle,Sri_Lanka,2009,12,3,0.6,0.6,0.6,0.6,239.93,298.577,298.6063,293.3898,300.08,297.13,81.9824,8.9256,2.9455,222.7,25.5185,2.768,26.84,24.07,244.63,0.764,0.612,15,18,19,0,13
Lahore,Punjab_PK,2021,35,9,0.108391,0.190247,0.077695,0.154914,3.55,296.6471,296.8691,292.3877,300.64,293.1,52.3439,5.7773,7.5335,3.06,23.7781,6.8561,27.01,20.16,0.12,0.913,0.561,1,2,7,0,4
Jaffna,Sri_Lanka,1991,34,9,0.143915,0.107511,0.080275,0.051269,6.43,300.2729,300.161,296.3356,303.14,297.18,63.8674,6.4912,5.9655,7.1,27.2258,5.5425,29.3,23.76,7.34,0.716,0.58,0,0,0,0,1
Quetta,Balochistan_PK,1991,46,12,0.046098,0.078328,0.029824,0.050617,10.81,288.0,288.0,283.0,292.0,282.53,44.7558,5.1062,6.7576,11.13,15.0,6.7632,22.0,10.0,10.66,0.201,0.268,0,1,0,0,0
Colombo,Sri_Lanka,2015,51,12,0.147345,0.207162,0.134215,0.245283,33.33,299.6343,299.33,295.719,302.13,296.53,92.702,9.7781,5.6019,31.44,26.2517,5.6466,29.49,23.84,33.2,0.753,0.608,3,0,3,0,3
Iquitos,Peru,2008,39,10,0.089476,0.030001,0.113707,0.138635,19.36,299.932,300.1316,296.1918,300.73,299.53,72.9405,7.9171,1.1971,20.85,26.5922,2.0,27.42,26.35,16.55,0.349,0.432,22,21,19,0,20
Quetta,Balochistan_PK,2017,52,12,0.076272,-0.02373,0.037334,0.022782,1.22,307.8223,307.7945,300.3099,314.7,300.89,39.0685,5.0,13.8176,1.16,34.725,13.4159,41.37,27.96,0.0,0.172,0.257,2,1,5,0,0
Peshawar,KPK_PK,2017,6,2,0.112458,0.122874,0.142243,0.212023,20.88,299.1521,299.2289,296.534,305.06,293.39,62.3123,6.8866,11.6703,22.35,25.87,12.4198,32.04,19.62,29.34,0.616,0.409,0,0,2,0,0
Colombo,Sri_Lanka,1995,5,2,0.412873,0.388974,0.421573,0.252624,131.04,299.8685,299.8678,295.6791,301.1,298.64,79.8788,8.9613,2.4587,136.64,26.9396,2.0,27.67,25.73,134.39,0.76,0.597,3,5,0,0,6
Galle,Sri_Lanka,1992,36,9,0.070488,0.141367,0.14194,0.106999,28.03,301.866,301.5569,297.3544,304.06,299.05,95.6561,10.7646,5.0162,24.12,28.5809,3.8938,30.69,26.8,33.22,0.749,0.608,99,99,93,1,98
Karachi,Sindh_PK,2019,51,12,0.022919,0.052651,0.054513,0.073408,0.27,300.6916,301.0428,296.5153,303.79,298.3,72.691,8.1202,5.4945,0.26,28.2517,4.8052,29.85,25.04,6.5,0.853,0.488,3,1,3,0,0
Kandy,Sri_Lanka,1996,10,3,0.302673,0.116418,0.215681,0.163758,25.64,296.388,295.8975,291.1271,299.73,292.07,68.63,7.2569,7.6614,26.48,22.7735,7.1103,26.57,19.46,21.86,0.776,0.592,3,6,9,0,0
Galle,Sri_Lanka,2014,14,4,0.405596,0.578215,0.482307,0.6,148.54,297.4013,297.3213,291.4222,300.95,293.7,77.7172,8.6062,7.2521,136.14,24.8341,7.3387,27.92,20.58,144.33,0.781,0.582,7,9,13,0,6
Colombo,Sri_Lanka,2015,52,12,0.190835,0.196686,0.131635,0.200523,41.29,298.6591,298.3906,295.1148,300.39,296.39,83.2811,8.919,3.9919,36.11,25.4266,4.1789,27.8,23.62,45.2,0.74,0.63,0,0,6,0,0
Peshawar,KPK_PK,1999,1,1,0.099929,0.132174,0.017827,0.097798,0.83,300.2832,299.9525,295.9958,303.55,296.35,65.4416,7.2044,7.2047,0.94,26.0463,7.1603,30.21,23.05,14.32,0.67,0.438,0,4,9,0,1
Iquitos,Peru,2017,23,6,0.199845,0.334408,0.442728,0.362798,79.28,299.0576,298.9736,296.5095,300.85,297.1,69.7293,7.6752,3.7496,82.5,25.434,3.4929,27.4,23.91,74.97,0.316,0.448,5,6,11,0,6
Peshawar,KPK_PK,2000,52,12,0.033525,0.054584,0.0729,0.033325,1.16,298.3579,298.1159,291.6031,301.82,294.41,52.2617,5.7629,7.4018,1.16,24.1342,7.976,28.69,20.71,1.5,0.63,0.418,0,3,6,0,0
Ampara,Sri_Lanka,2007,9,3,0.076332,-0.012652,0.097822,0.148378,3.89,300.5566,301.051,294.7774,303.09,299.02,71.2978,7.4015,4.0695,3.9,27.7205,3.9213,29.68,25.76,6.32,0.693,0.567,3,7,13,0,1
Islamabad,ICT_PK,2012,5,2,0.122453,0.083342,0.078809,0.047511,9.15,298.5634,298.7109,297.0386,302.7,294.72,61.7142,7.1491,7.9836,8.51,26.6951,7.4443,28.98,21.53,10.8,0.678,0.657,0,1,6,0,0
Galle,Sri_Lanka,2007,44,11,0.242733,0.111459,0.225143,0.197943,33.59,298.1144,298.3189,297.3186,301.08,295.55,76.442,8.4718,5.5311,29.91,24.5366,5.7611,27.94,22.18,30.89,0.744,0.601,14,14,14,0,15
Lahore,Punjab_PK,2005,35,9,0.154231,0.055372,0.087628,0.016694,5.34,301.5478,301.6429,295.1692,305.13,298.16,77.1329,8.5735,6.9756,4.64,27.9431,7.4485,32.1,24.65,6.16,0.889,0.544,1,1,0,0,4
Karachi,Sindh_PK,2001,7,2,0.037104,0.140188,0.046856,-0.004128,7.54,302.4164,302.2724,298.1879,306.66,297.89,58.3624,6.573,8.7706,7.71,29.7547,7.6333,33.32,25.69,5.39,0.882,0.486,2,0,0,0,3
Quetta,Balochistan_PK,2009,42,11,0.100332,0.050904,0.045146,0.113689,23.53,288.5018,288.4858,283.0848,295.08,282.0,36.9768,5.0,13.1957,21.64,15.0,12.0149,22.0,10.0,22.83,0.18,0.239,3,0,3,0,0
Iquitos,Peru,1998,7,2,0.472009,0.471499,0.494044,0.262663,133.4,299.8909,300.4052,294.5945,302.59,298.22,81.8067,8.7739,4.3637,143.57,26.7472,4.8945,30.2,25.31,123.72,0.377,0.435,6,4,4,0,4
Peshawar,KPK_PK,1996,25,7,0.162819,0.150612,0.201095,0.133117,28.31,294.8887,294.9137,289.7701,299.12,290.71,56.3071,5.8367,8.4147,29.82,21.4182,8.3342,25.95,17.62,29.38,0.637,0.411,1,0,0,0,0
Iquitos,Peru,2000,52,12,-0.007834,0.195484,0.194303,0.102642,15.36,298.7099,298.4293,295.0193,299.7,297.16,85.162,9.0381,2.5353,15.46,24.6484,2.0,25.61,24.17,14.26,0.374,0.468,0,0,0,0,1
Karachi,Sindh_PK,1990,7,2,0.077047,0.217564,0.128944,0.124268,22.17,298.1117,297.9828,294.7598,303.16,292.81,56.7838,6.202,10.3544,23.83,25.437,10.756,30.43,19.68,9.39,0.88,0.528,0,0,0,0,1
Kandy,Sri_Lanka,1998,13,4,0.222406,0.322368,0.386677,0.139914,21.85,298.6491,298.6158,292.2256,300.54,296.69,76.585,7.779,3.8516,24.18,25.5962,3.858,27.33,23.47,19.08,0.73,0.596,2,1,0,0,1
Colombo,Sri_Lanka,2009,27,7,0.187361,0.1877,0.344376,0.149988,50.71,300.147,300.225,294.2861,302.19,298.26,78.8755,8.1174,3.9214,46.21,26.5583,3.7892,29.11,25.32,41.29,0.729,0.57,13,10,6,0,11
Kandy,Sri_Lanka,2013,39,10,0.111859,0.286028,0.299113,0.164343,37.75,296.5734,296.2794,293.7876,300.26,292.29,79.1714,8.4018,7.9704,33.32,23.2395,7.9679,26.68,18.71,44.65,0.815,0.597,4,1,0,0,1
Islamabad,ICT_PK,2022,20,5,0.083451,0.084565,0.186206,0.211617,35.16,300.557,300.503,298.82,304.65,296.35,78.2314,8.9637,8.2972,35.1,27.9342,9.2775,31.98,22.7,35.51,0.724,0.662,5,3,9,0,5
Gampaha,Sri_Lanka,1998,3,1,0.278056,0.244412,0.070089,0.086619,46.04,299.3977,299.9315,296.8754,301.61,298.25,84.4075,9.8121,3.3588,46.38,26.6421,2.7758,28.9,26.13,39.39,0.755,0.609,0,0,0,0,2
Karachi,Sindh_PK,2003,24,6,-0.006055,0.031332,0.038681,0.066219,4.33,301.6931,301.7354,294.7612,306.5,296.97,68.7789,7.863,9.5256,3.97,28.1974,8.98,32.24,23.26,2.59,0.895,0.497,4,1,3,0,2
Lahore,Punjab_PK,1993,7,2,0.116299,0.148035,0.034315,0.027933,8.8,297.5351,297.0987,290.7523,301.39,292.81,76.3134,7.8974,8.5761,9.54,23.6702,9.4727,29.03,19.55,20.59,0.898,0.552,29,28,23,0,32
Quetta,Balochistan_PK,2008,4,1,0.182032,0.131322,0.152457,0.183549,49.84,297.9823,298.2457,292.4582,305.02,291.47,62.9469,7.1418,13.5449,53.55,24.2705,14.1275,31.96,17.83,47.86,0.156,0.276,0,0,2,0,0
Colombo,Sri_Lanka,1994,10,3,-0.009697,0.11201,0.164854,0.104572,23.9,299.1024,298.9959,294.2114,300.21,297.78,81.9142,8.7197,2.4327,20.85,26.2922,2.6294,26.91,24.28,30.48,0.766,0.585,6,6,4,0,7
Colombo,Sri_Lanka,2022,50,12,0.094181,0.092253,0.12431,0.147087,10.62,299.9282,300.1423,296.4856,302.61,297.67,87.8095,10.0349,4.9438,10.83,26.7057,5.1775,29.99,24.81,8.62,0.757,0.609,3,0,0,0,1
Colombo,Sri_Lanka,1990,16,4,0.063801,0.049253,-0.080179,0.120538,5.09,299.4366,298.9843,294.3697,300.19,297.78,94.5981,10.339,2.414,4.34,26.4687,2.2173,27.41,25.19,11.65,0.748,0.584,12,8,11,0,11
Muzaffarabad,AJK_PK,1992,45,12,0.184999,0.326124,0.174911,0.258126,28.91,295.6862,295.3923,291.2439,298.64,292.15,67.1029,7.6182,6.4934,29.84,22.5208,7.5722,26.38,18.81,30.74,0.391,0.337,4,6,8,0,1
Gampaha,Sri_Lanka,1997,25,7,0.065165,0.505554,0.171432,0.26465,76.54,300.4521,300.6496,294.9415,303.8,297.49,78.4328,8.3948,6.3105,85.29,26.3633,6.6272,30.66,24.03,71.95,0.71,0.618,12,9,7,0,11
Kandy,Sri_Lanka,1996,13,4,0.183116,0.370217,0.433152,0.241478,50.43,294.4854,293.9941,290.9942,295.69,292.3,70.8012,8.1606,3.3977,47.44,21.3966,3.5916,22.92,19.33,47.06,0.754,0.635,2,3,0,0,4
San_Juan,Puerto_Rico,2020,51,12,0.6,0.6,0.6,0.6,218.59,298.623,298.9884,292.8299,301.17,296.81,79.9541,8.6845,4.3647,190.25,26.364,4.0368,28.23,24.2,223.65,0.85,0.78,0,0,4,0,2
Karachi,Sindh_PK,2004,11,3,0.096365,-0.011824,0.085786,0.043781,9.67,297.8779,297.956,291.7774,301.49,294.42,76.4831,8.3878,7.0709,10.5,25.1664,7.3934,27.97,20.57,8.63,0.863,0.5,6,7,12,0,3
Lahore,Punjab_PK,1993,1,1,0.380505,0.358619,0.317396,0.129767,73.0,298.1677,298.7842,295.1473,302.56,295.01,57.2415,6.3222,7.555,71.87,24.7282,8.7482,29.93,21.18,76.13,0.898,0.573,9,10,4,0,12
Ampara,Sri_Lanka,2008,10,3,0.135049,0.280803,0.275111,0.23125,36.46,297.8004,297.9089,293.0829,300.58,295.23,64.1301,7.3238,5.35,32.77,24.8091,5.394,27.68,22.28,43.16,0.759,0.608,4,4,3,0,2
Ampara,Sri_Lanka,2019,44,11,-0.008311,0.135033,0.127599,0.103597,22.47,301.4843,301.4152,298.7791,302.33,300.5,66.8156,7.1276,1.8349,23.9,28.1484,2.4234,29.72,27.3,18.92,0.743,0.63,1,0,0,0,2
San_Juan,Puerto_Rico,1993,41,11,0.415945,0.46824,0.6,0.6,181.52,299.1467,299.5438,296.9952,301.91,297.18,88.5865,9.7692,4.7364,166.57,27.1712,4.8556,28.92,24.07,177.36,0.845,0.817,5,2,1,0,8
Karachi,Sindh_PK,2003,26,7,0.054221,0.123413,0.023922,0.078022,2.6,300.9408,300.9522,294.9528,304.61,297.3,48.4948,5.5805,7.3115,2.65,27.3153,9.35,32.76,23.41,0.0,0.812,0.524,6,10,10,0,3
Karachi,Sindh_PK,2014,34,9,0.042956,0.003023,-0.029463,0.062276,0.36,302.3934,302.9194,296.2057,306.66,299.18,59.6388,6.566,7.4845,0.34,29.5878,7.9161,33.42,25.5,0.0,0.829,0.508,4,5,2,0,3
Quetta,Balochistan_PK,2004,47,12,-0.016449,-0.011828,0.074196,-0.011383,0.14,305.3941,305.4337,302.0,309.12,301.75,45.7198,5.07,7.3771,0.14,32.2963,7.7362,35.79,28.05,0.0,0.274,0.263,0,0,0,0,0
Quetta,Balochistan_PK,2004,27,7,-7.4e-05,-0.0213,-0.009986,0.030776,0.33,303.6092,303.6521,299.3195,306.55,300.76,44.0719,5.0,5.791,0.36,30.2234,6.7149,34.39,27.67,3.38,0.175,0.274,3,0,6,0,0
Colombo,Sri_Lanka,1997,12,3,0.429342,0.386903,0.308669,0.530086,118.1,300.1314,299.9633,297.8464,301.89,298.04,91.1469,9.8909,3.8538,124.91,26.7416,4.6803,29.06,24.38,121.52,0.752,0.593,10,10,7,0,9
Quetta,Balochistan_PK,1990,42,11,0.091223,0.018445,0.089341,0.068796,11.84,299.6376,300.0882,293.9732,306.17,294.01,44.5948,5.0,12.1557,12.99,27.206,12.1367,32.52,20.38,17.93,0.253,0.244,0,4,10,0,0
Peshawar,KPK_PK,1992,15,4,0.057129,0.184861,0.110111,0.054975,4.98,298.8338,298.8561,295.0187,302.36,295.35,56.7539,6.019,7.0044,5.1,26.1854,5.7515,28.81,23.06,6.51,0.702,0.416,1,1,0,0,0
Iquitos,Peru,2023,42,11,0.29003,0.360083,0.346494,0.277716,94.28,301.0134,300.6056,295.5666,303.23,297.98,85.4869,9.3801,5.2576,99.25,27.165,5.6609,30.68,25.02,91.44,0.369,0.451,23,22,27,0,25
